Country Name,medal_type,medal_code,medal_date,Gold,Silver,Bronze,Total,event_type,name_x,gender_x,is_team_event,Cluster,name_y,gender_y,function,NOC,country_code,nationality_code,height,weight,discipline,disciplines,event,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,language,coach,sporting_relatives
United Kingdom,Silver,2,7/31/24,14,22,29,65,ATH,kieran darren david reilly,M,FALSE,3,reilly kieran darren david,Male,Athlete,GBR,GBR,GBR,0,0,Cycling BMX Freestyle,['Cycling BMX Freestyle'],Men's Park,"[""Men's Park""]",7/12/01,NEWCASTLE,United Kingdom,CORBY,United Kingdom,,,Athlete,,English,,
United Kingdom,Bronze,3,7/31/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Diving,['Football'],Women's Synchronised 10m Platform,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Gold,1,7/31/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Women's Quadruple Sculls,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Gold,1,7/31/24,14,22,29,65,ATH,alex yee,M,FALSE,3,yee alex,Male,Athlete,GBR,GBR,GBR,0,0,Triathlon,['Triathlon'],Men's Individual,"[""Men's Individual""]",2/18/98,LONDON,United Kingdom,LOUGHBOROUGH,United Kingdom,,"Collecting Pokemon cards, watching anime, cooking and baking",Athlete,"Sports Science at Leeds Beckett University (London, GBR)",English,Adam Elliott,"Girlfriend, Olivia Mathias (triathlon), represents United Kingdom and Wales"
United Kingdom,Bronze,3,7/31/24,14,22,29,65,ATH,beth potter,W,FALSE,3,potter beth,Female,Athlete,GBR,GBR,GBR,0,0,Triathlon,['Triathlon'],Women's Individual,"[""Women's Individual""]",12/27/91,GLASGOW,United Kingdom,LEEDS,United Kingdom,,,"Athlete, former full-time physics teacher, left in 2017 to train full-time","Attended Loughborough University (GBR). Postgraduate teacher training at Saint Mary's University (London, GBR)",English,Personal: Mick Woods (GBR),"Father, Alex Potter (athletics), is a competitive runner. </p><p>Sister, Sarah Potter (athletics), is a coach"
United Kingdom,Bronze,3,8/1/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Men's Four,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/1/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Women's Double Sculls,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Silver,2,8/1/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Women's Four,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/2/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Diving,['Football'],Men's Synchronised 3m Springboard,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Gold,1,8/2/24,14,22,29,65,TEAM,team-achievemnt,O,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Equestrian,['Football'],Jumping Team,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Gold,1,8/2/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Lightweight Women's Double Sculls,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Silver,2,8/2/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Men's Pair,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Silver,2,8/2/24,14,22,29,65,ATH,duncan scott,M,FALSE,3,scott duncan,Male,Athlete,GBR,GBR,GBR,0,0,Swimming,['Swimming'],Men's 200m Individual Medley,"[""Men's 200m Freestyle"", ""Men's 200m Individual Medley"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",5/6/97,GLASGOW,United Kingdom,STIRLING,United Kingdom,,"Supporting Scottish football team Alloa Athletic and American football team Carolina Panthers, golf",Athlete,Graduated in 2021 with a degree in Business and Sports Management at University of Stirling (GBR),English,Club: Steven Tigg (GBR),
United Kingdom,Silver,2,8/2/24,14,22,29,65,ATH,benjamin proud,M,FALSE,3,proud benjamin,Male,Athlete,GBR,GBR,GBR,0,0,Swimming,['Swimming'],Men's 50m Freestyle,"[""Men's 50m Freestyle""]",9/21/94,LONDON,United Kingdom,,,Ben,"Travelling, playing guitar",Athlete,"Sport Studies at University of St. Mark and St. John (Plymouth, GBR)",English,,
United Kingdom,Gold,1,8/2/24,14,22,29,65,ATH,bryony page,W,FALSE,3,page bryony,Female,Athlete,GBR,GBR,GBR,0,0,Trampoline Gymnastics,['Trampoline Gymnastics'],Women,['Women'],12/10/90,CREWE,United Kingdom,SHEFFIELD,United Kingdom,,Playing video games,"Athlete, coach, public speaker","Graduated in 2015 with a Bachelor of Science in Biology from the University of Sheffield (GBR) where her dissertation was a study of sounds made by dinosaurs.</p><p>Awarded an honorary doctorate in 2023 from the University of Sheffield for giving distinguished service or bringing distinction to the University, the City of Sheffield, or the region",English,Personal: Brian Camp (GBR),
United Kingdom,Bronze,3,8/3/24,14,22,29,65,ATH,jake jarman,M,FALSE,3,jarman jake,Male,Athlete,GBR,GBR,GBR,0,0,Artistic Gymnastics,['Artistic Gymnastics'],Men's Floor Exercise,"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",12/3/01,PETERBOROUGH,United Kingdom,PETERBOROUGH,United Kingdom,,"Lego, reading Harry Potter books",Athlete,,English,Personal: Ben Howells (GBR).<br>National: Paul Hall (GBR),
United Kingdom,Bronze,3,8/3/24,14,22,29,65,TEAM,team-achievemnt,X,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Athletics,['Football'],4 x 400m Relay Mixed,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/3/24,14,22,29,65,TEAM,team-achievemnt,O,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Equestrian,['Football'],Dressage Team,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Gold,1,8/3/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Men's Eight,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/3/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Rowing,['Football'],Women's Eight,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/3/24,14,22,29,65,ATH,emma wilson,W,FALSE,3,wilson emma,Female,Athlete,GBR,GBR,GBR,0,0,Sailing,['Sailing'],Women's Windsurfing,"[""Women's Windsurfing""]",4/7/99,NOTTINGHAM,United Kingdom,CHRISTCHURCH,United Kingdom,,,Athlete,,English,Sam Ross (GBR),"Mother, Penny Way Wilson (sailing), two-time Olympian (Barcelona 1992, Atlanta 1996) in the windsurfing class, three-time world champion (1986, 1990, 1991)"
United Kingdom,Bronze,3,8/4/24,14,22,29,65,ATH,harry hepworth,M,FALSE,3,hepworth harry,Male,Athlete,GBR,GBR,GBR,0,0,Artistic Gymnastics,['Artistic Gymnastics'],Men's Vault,"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",12/6/03,HARROGATE,United Kingdom,LEEDS,United Kingdom,,Gaming,Athlete,,English,"Club: Andy Butcher, Dave Murray, Tom Rawlinson (GBR).<br>National: Paul Hall, Barry Collie (GBR)",
United Kingdom,Bronze,3,8/4/24,14,22,29,65,ATH,charlotte fry,O,FALSE,3,fry charlotte,Female,Athlete,GBR,GBR,GBR,0,0,Equestrian,['Equestrian'],Dressage Individual,"['Dressage Individual', 'Dressage Team']",2/11/96,SCARBOROUGH,United Kingdom,DEN HOUT,Netherlands,Lottie,Socialising with family and friends,Athlete,,English,Anne van Olst (DEN),"Mother, Laura Fry (deceased, equestrian), competed at the Barcelona 1992 Olympic Games (individual 29th, team seventh, with Quarryman)"
United Kingdom,Silver,2,8/4/24,14,22,29,65,ATH,tommy fleetwood,M,FALSE,3,fleetwood tommy,Male,Athlete,GBR,GBR,GBR,180,0,Golf,['Golf'],Men's Individual Stroke Play,"[""Men's Individual Stroke Play""]",1/19/91,SOUTHPORT,United Kingdom,SOUTHPORT,United Kingdom,,"Supporting English football team Everton, reading, yoga, meditation, watching rugby, watching darts, music",,,English,,"His 17-year-old stepson, Oscar Craig, is a promising amateur golfer. In April 2024 he made his first cut on the Challenge Tour at the UAE Challenge, with Fleetwood as his caddie"
United Kingdom,Silver,2,8/4/24,14,22,29,65,ATH,amber jo rutter,W,FALSE,3,rutter amber jo,Female,Athlete,GBR,GBR,GBR,0,0,Shooting,['Shooting'],Skeet Women,['Skeet Women'],8/21/97,WINDSOR,United Kingdom,BERKSHIRE,United Kingdom,,"Fashion, spending time with her dog",Athlete,,English,Personal: Per Moen (NOR),
United Kingdom,Gold,1,8/5/24,14,22,29,65,ATH,keely hodgkinson,W,FALSE,3,hodgkinson keely,Female,Athlete,GBR,GBR,GBR,170,0,Athletics,['Athletics'],Women's 800m,"[""Women's 800m""]",3/3/02,WIGAN,United Kingdom,MANCHESTER,United Kingdom,,"Has a strong interest in fashion. “I like playing around with fashion and dressing up, even if I’m only out until 11pm because I’ve got training the next day.” (vogue.co.uk, 9 Aug 2023)</p><p>Is learning to play the piano",Athlete,Criminology at Leeds Beckett University (GBR),English,"Personal: Trevor Painter (GBR), Jenny Meadows (GBR)",
United Kingdom,Silver,2,8/5/24,14,22,29,65,ATH,joseph clarke,M,FALSE,3,clarke joseph,Male,Athlete,GBR,GBR,GBR,0,0,Canoe Slalom,['Canoe Slalom'],Men's Kayak Cross,"[""Men's Kayak Single"", ""Men's Kayak Cross""]",11/3/92,STONE,United Kingdom,LONDON,United Kingdom,,,,,English,,
United Kingdom,Bronze,3,8/5/24,14,22,29,65,ATH,kimberley woods,W,FALSE,3,woods kimberley,Female,Athlete,GBR,GBR,GBR,0,0,Canoe Slalom,['Canoe Slalom'],Women's Kayak Cross,"[""Women's Kayak Single"", ""Women's Kayak Cross""]",9/8/95,RUGBY,United Kingdom,CHESHUNT,United Kingdom,Kimbo,"Making and editing videos, watching TV, play with her cats","Athlete, mental health advocate","Graduated in 2017 with a Bachelor's degree in Sports and Recreation Studies from the University of Hertfordshire (Hatfield, GBR)",English,National: Craig Morris (GBR),
United Kingdom,Gold,1,8/5/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Cycling Track,['Football'],Women's Team Sprint,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/5/24,14,22,29,65,TEAM,team-achievemnt,X,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Triathlon,['Football'],Mixed Relay,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Silver,2,8/6/24,14,22,29,65,ATH,josh kerr,M,FALSE,3,kerr josh,Male,Athlete,GBR,GBR,GBR,187,0,Athletics,['Athletics'],Men's 1500m,"[""Men's 1500m""]",10/8/97,EDINBURGH,United Kingdom,"ALBUQUERQUE, NM",United States,,,Athlete,"Exercise Science at University of New Mexico (Albuquerque, NM, USA)","English, Spanish",Personal: Danny Mackey (USA),"Brother, Jake (rugby), has represented Scotland, Leicester Tigers and Bristol Bears"
United Kingdom,Bronze,3,8/6/24,14,22,29,65,HATH,lewis richardson,M,FALSE,3,richardson lewis,Male,Athlete,GBR,GBR,GBR,187,0,Boxing,['Boxing'],Men's 71kg,"[""Men's 71kg""]",6/4/97,COLCHESTER,United Kingdom,,United Kingdom,,,,"Graduated with a Master's in Sports Business Management at Sheffield Hallam University (ENG, GBR)",English,,
United Kingdom,Silver,2,8/6/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Cycling Track,['Football'],Men's Team Sprint,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/6/24,14,22,29,65,ATH,sky brown,W,FALSE,3,brown sky,Female,Athlete,GBR,GBR,GBR,0,0,Skateboarding,['Skateboarding'],Women's Park,"[""Women's Park""]",7/7/08,MIYAZAKI,Japan,"OCEANSIDE, CA",United States,,"Surfing, kickboxing, dancing, making music, playing guitar, playing video games, social media",Athlete,,English,,
United Kingdom,Silver,2,8/7/24,14,22,29,65,ATH,matthew hudson-smith,M,FALSE,3,hudson-smith matthew,Male,Athlete,GBR,GBR,GBR,187,0,Athletics,['Athletics'],Men's 400m,"[""Men's 400m"", ""Men's 4 x 400m Relay""]",10/26/94,WOLVERHAMPTON,United Kingdom,"CLERMONT, FL",United States,MHS,,Athlete,Advanced apprenticeship in Sporting Excellence at Loughborough College (GBR). Physical Education and Sports Coaching at University of Worcester St John's Campus (GBR),English,Personal: Gary Evans (USA),
United Kingdom,Silver,2,8/7/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Cycling Track,['Football'],Men's Team Pursuit,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/7/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Cycling Track,['Football'],Women's Team Pursuit,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/8/24,14,22,29,65,ATH,emma finucane,W,FALSE,3,finucane emma,Female,Athlete,GBR,GBR,GBR,0,0,Cycling Track,['Cycling Track'],Women's Keirin,"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",12/22/02,CAMARTHEN,United Kingdom,MANCHESTER,United Kingdom,,Watching Formula 1,Athlete,,English,Kaarle McCulloch (GBR),
United Kingdom,Gold,1,8/8/24,14,22,29,65,ATH,eleanor aldridge,W,FALSE,3,aldridge eleanor,Female,Athlete,GBR,GBR,GBR,0,0,Sailing,['Sailing'],Women's Kite,"[""Women's Kite""]",12/29/96,POOLE,United Kingdom,WEYMOUTH,United Kingdom,Ellie,"Skiing, painting",Athlete,,English,,
United Kingdom,Bronze,3,8/9/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Athletics,['Football'],Men's 4 x 100m Relay,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Silver,2,8/9/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Athletics,['Football'],Women's 4 x 100m Relay,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/9/24,14,22,29,65,ATH,jack carlin,M,FALSE,3,carlin jack,Male,Athlete,GBR,GBR,GBR,0,0,Cycling Track,['Cycling Track'],Men's Sprint,"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",4/23/97,PAISLEY,United Kingdom,MANCHESTER,United Kingdom,,,Athlete,,English,National: Kevin Stewart (GBR),
United Kingdom,Silver,2,8/9/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Cycling Track,['Football'],Women's Madison,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Gold,1,8/9/24,14,22,29,65,ATH,toby roberts,M,FALSE,3,roberts toby,Male,Athlete,GBR,GBR,GBR,174,0,Sport Climbing,['Sport Climbing'],Men's Boulder & Lead,"[""Men's Boulder & Lead""]",3/15/05,,United Kingdom,SURREY,United Kingdom,,"Vlogging (YouTube), Formula One",,,English,"Personal: Tristan Roberts (GBR), his father",
United Kingdom,Silver,2,8/10/24,14,22,29,65,COUP,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Artistic Swimming,['Football'],Duet,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/10/24,14,22,29,65,TEAM,team-achievemnt,M,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Athletics,['Football'],Men's 4 x 400m Relay,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/10/24,14,22,29,65,ATH,georgia bell,W,FALSE,3,bell georgia,Female,Athlete,GBR,GBR,GBR,165,0,Athletics,['Athletics'],Women's 1500m,"[""Women's 1500m""]",10/17/93,PARIS,France,LONDON,United Kingdom,,,Athlete,"Master's in Political Science at University of California (Berkeley, CA, USA). Bachelor's in Geography at University of Birmingham (GBR)",English,Personal: Trevor Painter (GBR) and Jenny Meadows (GBR),
United Kingdom,Bronze,3,8/10/24,14,22,29,65,TEAM,team-achievemnt,W,TRUE,3,taina,Female,Athlete,GBR,BRA,BRA,185,0,Athletics,['Football'],Women's 4 x 400m Relay,['Women'],5/1/95,SAO PAULO,Brazil,,Brazil,,,Athlete,,Portuguese,Club: Daniela Alves (BRA).<br>National: Arthur Elias (BRA),
United Kingdom,Bronze,3,8/10/24,14,22,29,65,ATH,noah williams,M,FALSE,3,williams noah,Male,Athlete,GBR,GBR,GBR,0,0,Diving,['Diving'],Men's 10m Platform,"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",5/15/00,LONDON,United Kingdom,LONDON,United Kingdom,Arnie,,Athlete,,English,,
United Kingdom,Silver,2,8/10/24,14,22,29,65,HATH,caden cunningham,M,FALSE,3,cunningham caden,Male,Athlete,GBR,GBR,GBR,0,0,Taekwondo,['Taekwondo'],Men +80kg,['Men +80kg'],5/7/03,HUDDERSFIELD,United Kingdom,,United Kingdom,,"He loves monkeys. Asked what he would do if someone gave him one million pounds, he answered: ""I'd buy a monkey, to be honest."" (gbtaekwondo.co.uk)",,,English,,
United Kingdom,Bronze,3,8/11/24,14,22,29,65,ATH,emma finucane,W,FALSE,3,finucane emma,Female,Athlete,GBR,GBR,GBR,0,0,Cycling Track,['Cycling Track'],Women's Sprint,"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",12/22/02,CAMARTHEN,United Kingdom,MANCHESTER,United Kingdom,,Watching Formula 1,Athlete,,English,Kaarle McCulloch (GBR),
United Kingdom,Bronze,3,8/11/24,14,22,29,65,ATH,emily campbell,W,FALSE,3,campbell emily,Female,Athlete,GBR,GBR,GBR,0,0,Weightlifting,['Weightlifting'],Women's +81kg,"[""Women's +81kg""]",5/6/94,NOTTINGHAM,United Kingdom,NOTTINGHAM,United Kingdom,,,Athlete,Received a Bachelor's degree in Sport Science from Leeds Beckett University (GBR) in 2016,English,"National: Stuart Martin (GBR), Dave Sawyer (GBR).<br>Club: Cyril Martin (GBR)","Sister, Kelsie Leigh Campbell (swimming), represented Jamaica in the 100m butterfly and 50m freestyle at the 2022 Commonwealth Games in Birmingham and competed collegiately at Florida International University in the USA"
United States,Bronze,3,7/27/24,40,44,42,126,ATH,chloe dygert,W,FALSE,2,dygert chloe,Female,Athlete,USA,USA,USA,0,0,Cycling Road,"['Cycling Road', 'Cycling Track']",Women's Individual Time Trial,"[""Women's Road Race"", ""Women's Individual Time Trial"", ""Women's Team Pursuit""]",1/1/97,"BROWNSBURG, IN",United States,"COLORADO SPRINGS, CO",United States,"Chlo, Bug","Spending time with her cats, listening to music",Athlete,"Exercise Science at Marian University, Indianapolis (IN, USA)",English,Personal: Axel Merckx (BEL) - her partner,"Partner, Axel Merckx (cycling), 2004 Olympic road race bronze medallist representing Belgium. Former professional road cyclist, the son of five-time Tour de France champion Eddy Merckx"
United States,Silver,2,7/27/24,40,44,42,126,TEAM,team-achievement,W,TRUE,2,,,,USA,,,,,Diving,,Women's Synchronised 3m Springboard,,,,,,,,,,,,,
United States,Gold,1,7/27/24,40,44,42,126,TEAM,team-achievement,M,TRUE,2,,,,USA,,,,,Swimming,,Men's 4 x 100m Freestyle Relay,,,,,,,,,,,,,
United States,Silver,2,7/27/24,40,44,42,126,TEAM,team-achievement,W,TRUE,2,,,,USA,,,,,Swimming,,Women's 4 x 100m Freestyle Relay,,,,,,,,,,,,,
United States,Bronze,3,7/27/24,40,44,42,126,ATH,katie ledecky,W,FALSE,2,ledecky katie,Female,Athlete,USA,USA,USA,0,0,Swimming,['Swimming'],Women's 400m Freestyle,"[""Women's 1500m Freestyle"", ""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 800m Freestyle""]",3/17/97,"WASHINGTON, DC",United States,"GAINESVILLE, FL",United States,"Ledecks, Ledeckster, Deckster","Volunteering, Scrabble, chess, music, playing the piano, gardening, fan of New York Islanders (NHL) - her uncle (Jon Ledecky) is a co-owner of the team",Athlete,"Studied Psychology at Stanford University (CA, USA)",English,Club: Anthony Nesty (SUR),
United States,Silver,2,7/28/24,40,44,42,126,ATH,haley batten,W,FALSE,2,batten haley,Female,Athlete,USA,USA,USA,0,0,Cycling Mountain Bike,['Cycling Mountain Bike'],Women's Cross-country,"[""Women's Cross-country""]",9/19/98,"FORT COLLINS, CO",United States,"SANTA CRUZ, CA",United States,,"Enjoys doing other sports, such as cross-country skiing, reading, baking, hiking, learning the ukulele",Athlete,"Received a Liberal Arts and Sciences degree from Quest University (Squamish, BC, CAN) in 2020",English,Personal: Kristin Armstrong (USA),
United States,Gold,1,7/28/24,40,44,42,126,HATH,lee kiefer,W,FALSE,2,kiefer lee,Female,Athlete,USA,USA,USA,0,0,Fencing,['Fencing'],Women's Foil Individual,"[""Women's Foil Individual"", ""Women's Foil Team""]",6/15/94,"CLEVELAND, OH",United States,"LEXINGTON, KY",United States,,Collecting postcards,"Athlete, doctor","University of Kentucky College of Medicine, Class of 2022 (Lexington, KY, USA).<br>Bachelor's degree in science pre-professional studies, University of Notre Dame (IN, USA) (2017)",English,Personal/Club: Amgad Khazbak (EGY),"Husband Gerek Meinhardt (fencing), two-time Olympic men's foil team bronze medallist (2016, 2020) and four-time Olympian making his debut at Beijing 2008. Seven-time world championship medallist (one gold, two silver, four bronze). </p><p>Father Steve Kiefer (fencing), was captain of the Duke University Fencing team. </p><p>Sister Alexandra (fencing), foil fencer and 2011 National Collegiate Athletic Association (NCAA) champion while at Harvard University. </p><p>Brother Axel (fencing), competed on two Junior and two Cadet World Teams and went on to fence at the University of Notre Dame where he and Lee were members of the team that won the 2017 NCAA Championships"
United States,Silver,2,7/28/24,40,44,42,126,HATH,lauren scruggs,W,FALSE,2,scruggs lauren,Female,Athlete,USA,USA,USA,0,0,Fencing,['Fencing'],Women's Foil Individual,"[""Women's Foil Individual"", ""Women's Foil Team""]",1/27/03,"QUEENS, NY",United States,"QUEENS, NY",United States,,"Fashion, watching TV, listening to music","Athlete, student","Studies for a Bachelor's degree in Philosophy at Harvard University (Cambridge, MA, USA). Expected to graduate in 2025",English,,
United States,Silver,2,7/28/24,40,44,42,126,ATH,nic fink,M,FALSE,2,fink nic,Male,Athlete,USA,USA,USA,0,0,Swimming,['Swimming'],Men's 100m Breaststroke,"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",7/3/93,"MORRISTOWN, NJ",United States,"DALLAS, TX",United States,The Fish,,"Athlete, engineer","Graduated in 2022 with a Master's Degree in Electrical and Computer Engineering at Georgia Institute of Technology, Atlanta (USA).</p><p>Graduated in 2016 with a Bachelor's Degree in Engineering at University of Georgia, Athens (USA)",English,Personal: Greg Rhodenbaugh,"Wife, Melanie Margalis Fink (swimming), 2016 Olympic bronze medallist (4x200m freestyle relay), three-time world championship relay medallist (two gold, one silver)"
United States,Bronze,3,7/28/24,40,44,42,126,ATH,carson foster,M,FALSE,2,foster carson,Male,Athlete,USA,USA,USA,0,0,Swimming,['Swimming'],Men's 400m Individual Medley,"[""Men's 200m Individual Medley"", ""Men's 400m Individual Medley"", ""Men's 4 x 200m Freestyle Relay""]",10/26/01,"CINCINATTI, OH",United States,"AUSTIN, TX",United States,,,Athlete,"University of Texas, Austin (USA)",English,"Personal: Eddie Reese (USA), Wyatt Collins (USA, based at University of Texas, Austin (USA)","Older brother, Jake Foster (swimming), competes at  international for USA, four-time gold medallist at the 2023 Pan American Games"
