NOC,Country Name,medal_type,medal_code,medal_date,Gold,Silver,Bronze,Total,event_type,name,gender,is_team_event,Cluster,height,weight,discipline,event,birth_date,birth_country,residence_country,hobbies,occupation,language,coach,sporting_relatives
USA,United States,Bronze,3,7/31/24,40,44,42,126,ATH,evy leibfarth,W,FALSE,2,0,0,Canoe Slalom,Women's Canoe Single,1/26/04,United States,United States,"Freestyle kayaking, river running, surfing, stand-up paddle boarding, mountain biking, hiking, snowboarding, cooking, drawing","Athlete, student",English,"Personal: Lee Leibfarth (USA), her father","Father, Lee Leibfarth (whitewater slalom), former national whitewater slalom team member and U.S. Junior National Team Coach.</p><p>Mother, Jean Folger (whitewater slalom), was a whitewater rafting guide for Nantahala Outdoor Center"
USA,United States,Silver,2,7/31/24,40,44,42,126,ATH,perris benegas,W,FALSE,2,0,0,Cycling BMX Freestyle,Women's Park,7/22/95,United States,United States,"Visiting coffee shops, travelling, sushi, music, kick-boxing, Muay Thai",Athlete,English,,
USA,United States,Silver,2,7/31/24,40,44,42,126,ATH,torri huske,W,FALSE,2,0,0,Swimming,Women's 100m Freestyle,12/7/02,United States,United States,"Painting, reading, listening to music (Taylor Swift fan). </p><p>""It (painting) is very therapeutic. It’s nice to have something to do, especially in my gap year, that isn’t athletically draining."" (nytimes.com, 29 November 2023)",Athlete,English,"Personal: Greg Meehan (USA), at Stanford University (CA, USA)",
USA,United States,Gold,1,7/31/24,40,44,42,126,ATH,katie ledecky,W,FALSE,2,0,0,Swimming,Women's 1500m Freestyle,3/17/97,United States,United States,"Volunteering, Scrabble, chess, music, playing the piano, gardening, fan of New York Islanders (NHL) - her uncle (Jon Ledecky) is a co-owner of the team",Athlete,English,Club: Anthony Nesty (SUR),
USA,United States,Gold,1,8/1/24,40,44,42,126,ATH,simone biles,W,FALSE,2,0,0,Artistic Gymnastics,Women's All-Around,3/14/97,United States,United States,"Shopping, spending time with friends",Athlete,English,Personal: Laurent Landi (FRA); Cecile Canqueteau-Landi (FRA),"Husband, Jonathan Owens, plays professional American football, in the position of safety, for the Chicago Bears (Chicago, IL, USA). He previously played for the Green Bay Packers (Green Bay, WI, USA)"
USA,United States,Bronze,3,8/1/24,40,44,42,126,ATH,sunisa lee,W,FALSE,2,0,0,Artistic Gymnastics,Women's All-Around,3/9/03,United States,United States,"Camping, fishing",Athlete,English,"Personal: Jess Graba (USA), Alison Lim (USA)",
USA,United States,Gold,1,8/1/24,40,44,42,126,HTEAM,team-achievement,W,FALSE,2,,,Fencing,Women's Foil Team,,,,,,,,
USA,United States,Gold,1,8/1/24,40,44,42,126,TEAM,team-achievement,M,TRUE,2,,,Rowing,Men's Four,,,,,,,,
USA,United States,Gold,1,8/1/24,40,44,42,126,ATH,kate douglass,W,FALSE,2,0,0,Swimming,Women's 200m Breaststroke,11/17/01,United States,United States,"Spending time with friends, eating out, baking","Athlete, student",English,"Club: Todd DeSorbo (USA) at University of Virginia (Charlottesville, VA, USA)",
USA,United States,Silver,2,8/1/24,40,44,42,126,ATH,regan smith,W,FALSE,2,0,0,Swimming,Women's 200m Butterfly,2/9/02,United States,United States,"Spending time with friends, watching TV shows, water sports on the lake, bowling, online shopping, watching ice skating and gymnastics, getting her nails done",Athlete,English,"Personal: Bob Bowman (USA), based at University of Texas, Austin (USA)",
USA,United States,Silver,2,8/1/24,40,44,42,126,TEAM,team-achievement,W,TRUE,2,,,Swimming,Women's 4 x 200m Freestyle Relay,,,,,,,,
USA,United States,Bronze,3,8/2/24,40,44,42,126,HTEAM,team-achievement,X,FALSE,2,,,Archery,Mixed Team,,,,,,,,
USA,United States,Bronze,3,8/2/24,40,44,42,126,ATH,grant fisher,M,FALSE,2,177,0,Athletics,"Men's 10,000m",4/22/97,Canada,United States,"Hiking, computer programming, sleeping",Athlete,English,Personal: Mike Scannell (USA),"Father, Dan Fisher (athletics), ran cross country and the 5000m for Arizona State University (Tempe, AZ, USA) in the early 1980s and was roommates with Fisher's coach Mike Scannell. </p><p>Mother, Sonia Fisher (athletics), ran the 800m/1500m for the University of Houston (TX, USA). </p><p>Grandfather, Allan Fisher (athletics), won two conference 2-mile titles for Washington State University (Pullman, WA, USA) and finished fourth at the 1952 National Collegiate Athletic Association (NCAA) Championships in the 5000m. </p><p>Sister, Hailey Fisher (football) played for the University of Michigan (Ann Arbor, MI, USA) and has transferred to Miami University in Ohio (USA)"
USA,United States,Silver,2,8/2/24,40,44,42,126,TEAM,team-achievement,O,TRUE,2,,,Equestrian,Jumping Team,,,,,,,,
USA,United States,Bronze,3,8/2/24,40,44,42,126,TEAM,team-achievement,M,TRUE,2,,,Sailing,Men's Skiff,,,,,,,,
USA,United States,Silver,2,8/2/24,40,44,42,126,ATH,sagen maddalena,W,FALSE,2,0,0,Shooting,50m Rifle 3 Positions Women,8/16/93,United States,United States,"Kayak fishing, working in the woods",Soldier,English,National: Peter Durben (USA).<br>Personal: Michael McPhail (USA),
USA,United States,Silver,2,8/2/24,40,44,42,126,ATH,regan smith,W,FALSE,2,0,0,Swimming,Women's 200m Backstroke,2/9/02,United States,United States,"Spending time with friends, watching TV shows, water sports on the lake, bowling, online shopping, watching ice skating and gymnastics, getting her nails done",Athlete,English,"Personal: Bob Bowman (USA), based at University of Texas, Austin (USA)",
USA,United States,Bronze,3,8/3/24,40,44,42,126,ATH,stephen nedoroscik,M,FALSE,2,0,0,Artistic Gymnastics,Men's Pommel Horse,10/28/98,United States,United States,"Chess, sudoku, playing video games",Athlete,English,"Club: Samuel Mikulak, Syque Caesar (USA)",
USA,United States,Gold,1,8/3/24,40,44,42,126,ATH,simone biles,W,FALSE,2,0,0,Artistic Gymnastics,Women's Vault,3/14/97,United States,United States,"Shopping, spending time with friends",Athlete,English,Personal: Laurent Landi (FRA); Cecile Canqueteau-Landi (FRA),"Husband, Jonathan Owens, plays professional American football, in the position of safety, for the Chicago Bears (Chicago, IL, USA). He previously played for the Green Bay Packers (Green Bay, WI, USA)"
USA,United States,Bronze,3,8/3/24,40,44,42,126,ATH,jade carey,W,FALSE,2,0,0,Artistic Gymnastics,Women's Vault,5/27/00,United States,United States,"Archery, hosting movie nights with friends in her apartment","Athlete, student",English,"Personal: Brian Carey (USA), her father, since age 11","Sister, Taeva Greenberg (gymnastics), competed at national level in the USA and was scheduled to start competing for Brigham Young University in Provo, UT, USA, in the 2024-25 season.</p><p>Aunt, Jennifer Stark Ory (athletics), competed for Oregon State University, where Carey studies and trains. </p><p>Uncle, Eric Ory (American football), played for Oregon State University"
USA,United States,Silver,2,8/3/24,40,44,42,126,TEAM,team-achievement,X,TRUE,2,,,Athletics,4 x 400m Relay Mixed,,,,,,,,
USA,United States,Gold,1,8/3/24,40,44,42,126,ATH,ryan crouser,M,FALSE,2,200,0,Athletics,Men's Shot Put,12/18/92,United States,United States,"An outdoorsman (fishing, his boats, kayaking, hiking, bow hunting, camping), DIY (do-it-yourself projects) and his Labrador dog, Koda","Athlete, volunteer assistant coach at the University of Arkansas (Fayetteville, AR, USA) since late 2019",English,Personal: Mario Sategna (USA),"Father, Mitch Crouser (athletics), was an alternate on the US discus team competing at the Los Angeles 1984 Olympic Games.</p><p>Uncle, Brian Crouser (athletics), two-time Olympian (1988, 1992) competing in the javelin. </p><p>Uncle, Dean Crouser (athletics), competing for the University of Oregon (Eugene, OR, USA). In 1982 he became the first thrower in 10 years and ninth all-time to win the shot put and discus double at the National Collegiate Athletic Association (NCAA) championships.</p><p>Cousin, Sam Crouser (athletics), competed in the javelin at the 2016 Olympic Games in Rio.</p><p>Partner, Megan Clark (athletics), former pole vaulter at Duke University (Durham, NC, USA)"
USA,United States,Silver,2,8/3/24,40,44,42,126,ATH,joe kovacs,M,FALSE,2,182,0,Athletics,Men's Shot Put,6/28/89,United States,United States,Golf,Athlete,English,"Personal: Ashley Kovacs (USA), his wife. She is on Team USA as a coach for Paris 2024","Wife, Ashley Muffet Kovacs (athletics), shot putter for the University of Kentucky (Lexington, TN, USA), where she was a four-time All-American and the  shot put runner-up at the 2010 National Collegiate Athletic Association (NCAA) Indoor Championships.</p><p>Mother, Joanna Kovacs (athletics), a 12-time district throwing champion (shot put, discus, javelin); played field hockey and basketball at Pennsylvania’s Nazareth High School (PA, USA); named her school's Ideal Female Athlete award winner in 1983"
USA,United States,Silver,2,8/3/24,40,44,42,126,ATH,sha'carri richardson,W,FALSE,2,157,0,Athletics,Women's 100m,3/25/00,United States,United States,,Athlete,English,Personal: Dennis Mitchell (USA),
USA,United States,Bronze,3,8/3/24,40,44,42,126,ATH,melissa jefferson,W,FALSE,2,162,0,Athletics,Women's 100m,2/21/01,United States,United States,,,English,"Personal: Dennis Mitchell (USA), three-time Olympic medallist, 100m (1992 bronze) and 4x100m relay (1992 gold, 1996 silver)","Fiance, Rolan Wooden (American football), played only in his senior year at Coastal Carolina University (Conway, SC, USA), recording 53 tackles with six tackles-for-loss, including three sacks"
USA,United States,Bronze,3,8/3/24,40,44,42,126,ATH,jasmine moore,W,FALSE,2,172,0,Athletics,Women's Triple Jump,5/1/01,,United States,"Running 5km races, playing with her dog, jet skiing, fishing, watching TikTok videos, listening to music, and spending time with family and friends. Enjoys poetry and she used to play the tuba",Athlete. Turned professional in 2023,English,Personal: Mike Holloway (USA),"Father, Earl Moore (athletics), competed in the sprint hurdles for Michigan State University (East Lansing, MI, USA).</p><p>Mother, Trinette Johnson Moore (athletics), competed in long jump for Florida State University (Tallahassee, FL, USA)"
USA,United States,Bronze,3,8/3/24,40,44,42,126,TEAM,team-achievement,M,TRUE,2,,,Rowing,Men's Eight,,,,,,,,
USA,United States,Gold,1,8/3/24,40,44,42,126,ATH,vincent hancock,M,FALSE,2,0,0,Shooting,Skeet Men,3/19/89,United States,United States,"Golf, hanging out with his family","Athlete, small business owner",English,,
USA,United States,Silver,2,8/3/24,40,44,42,126,ATH,conner lynn prince,M,FALSE,2,0,0,Shooting,Skeet Men,3/28/00,United States,United States,"Working on his race car, hanging out with friends and family","Machine shop manager, student",English,Personal: Vincent Hancock (USA),
USA,United States,Gold,1,8/3/24,40,44,42,126,TEAM,team-achievement,X,TRUE,2,,,Swimming,Mixed 4 x 100m Medley Relay,,,,,,,,
USA,United States,Silver,2,8/3/24,40,44,42,126,ATH,kate douglass,W,FALSE,2,0,0,Swimming,Women's 200m Individual Medley,11/17/01,United States,United States,"Spending time with friends, eating out, baking","Athlete, student",English,"Club: Todd DeSorbo (USA) at University of Virginia (Charlottesville, VA, USA)",
USA,United States,Gold,1,8/3/24,40,44,42,126,ATH,katie ledecky,W,FALSE,2,0,0,Swimming,Women's 800m Freestyle,3/17/97,United States,United States,"Volunteering, Scrabble, chess, music, playing the piano, gardening, fan of New York Islanders (NHL) - her uncle (Jon Ledecky) is a co-owner of the team",Athlete,English,Club: Anthony Nesty (SUR),
USA,United States,Bronze,3,8/3/24,40,44,42,126,ATH,paige madden,W,FALSE,2,0,0,Swimming,Women's 800m Freestyle,10/22/98,United States,United States,,Athlete,English,"Personal: Bob Bowman (USA), since September 2023",
USA,United States,Silver,2,8/3/24,40,44,42,126,HCOUP,krajicekram,M,TRUE,2,,,Tennis,Men's Doubles,,,,,,,,
USA,United States,Bronze,3,8/3/24,40,44,42,126,HCOUP,fritzpaul,M,TRUE,2,,,Tennis,Men's Doubles,,,,,,,,
USA,United States,Silver,2,8/4/24,40,44,42,126,HATH,brady ellison,M,FALSE,2,0,0,Archery,Men's Individual,10/27/88,United States,United States,"Fishing, hunting, cooking, playing golf",Athlete,English,National: Kisik Lee (KOR),"Wife, Toja Ellison (archery), competes for Slovenia, won the individual World Field Championships in 2014 and twice finished as runner-up. European champion in 2019, took bronze in 2017 plus silver in the team event"
USA,United States,Bronze,3,8/4/24,40,44,42,126,ATH,sunisa lee,W,FALSE,2,0,0,Artistic Gymnastics,Women's Uneven Bars,3/9/03,United States,United States,"Camping, fishing",Athlete,English,"Personal: Jess Graba (USA), Alison Lim (USA)",
USA,United States,Gold,1,8/4/24,40,44,42,126,ATH,noah lyles,M,FALSE,2,177,0,Athletics,Men's 100m,7/18/97,United States,United States,"Hobbies include painting (especially shoes), watching anime, making music and building complex LEGO creations",Athlete,English,Personal: Lance Brauman (USA),"Mother, Keisha Caine Bishop (athletics), National Collegiate Athletic Association (NCAA) 4x400m relay champion competing for Seton Hall University (South Orange, NJ, USA).</p><p>Father, Kevin Lyles (athletics), 1995 World Championships (ran preliminary rounds) and 1993 World University Games 4x400m relay gold medallist. Competed for Seton Hall University (South Orange, NJ, USA).</p><p>Brother, Josephus Lyles (athletics), 2014 World Junior Championships 4x400m relay gold medallist, two-time 2015 World Youth Championships medallist (400m silver, 200m bronze).</p><p>Girlfriend, Junelle Bloomfield (athletics), 4x400m relay specialist representing Jamaica, 2020 Olympic bronze medallist, 2022 World Championships silver medallist, 2022 World Indoor champion, 2022 Commonwealth Games silver medallist"
USA,United States,Bronze,3,8/4/24,40,44,42,126,ATH,fred kerley,M,FALSE,2,190,0,Athletics,Men's 100m,5/7/95,United States,United States,"Shopping, sleeping, cooking, gardening, hanging out with his dogs","Athlete, rancher, entrepreneur",English,"Personal: Quincy Watts (USA), 1992 Olympic 400m champion. Changed coaches in September 2023","Brother, My'lik Kerley (athletics), two-time 2017 National Collegiate Athletic Association (NCAA) indoor and outdoor 4x400m relay champion running on the same Texas A&M University (College Station, TX, USA) team as his brother, two-time 2015 Pan American U20 Championships medallist (400m, 4x400m relay).</p><p>Brother, Demarea Kerley (athletics), a sprinter and long jumper at the high school level.</p><p>Sister, Virginia Kerley (athletics), a sprinter and long jumper, recognised as one of the most accomplished track and field athletes in the history of Texas high school sports. Competed for Texas A&M University (College Station, TX, USA) and Texas Tech University (Lubbock, TX, USA).</p><p>Cousin, Jeremy Kerley (American football),  played seven years (2011-2018) as a wide receiver in the National Football League (NFL) with the New York Jets, Detroit Lions, San Francisco 49ers and Buffalo Bills"
USA,United States,Gold,1,8/4/24,40,44,42,126,ATH,kristen faulkner,W,FALSE,2,0,0,Cycling Road,Women's Road Race,12/18/92,United States,Spain,"Hiking, picnics and swimming in the ocean",Athlete,"English, Mandarin, Spanish",,
USA,United States,Gold,1,8/4/24,40,44,42,126,ATH,scottie scheffler,M,FALSE,2,193,0,Golf,Men's Individual Stroke Play,6/21/96,United States,United States,Basketball. He was an excellent shooter but was small in seventh grade so focused on golf. Loves watching the NBA,,English,,"Sister, Callie (golf), played at Texas A&M University and caddied for Scottie in his amateur career, including at the 2016 U.S. Open"
USA,United States,Bronze,3,8/4/24,40,44,42,126,ATH,austen jewell smith,W,FALSE,2,0,0,Shooting,Skeet Women,7/23/01,United States,United States,"General aviation, weightlifting",Student,English,Personal: Rod Smith (USA) - her father.<br>Personal: Vincent Hancock (USA),
USA,United States,Gold,1,8/4/24,40,44,42,126,ATH,bobby finke,M,FALSE,2,0,0,Swimming,Men's 1500m Freestyle,11/6/99,United States,United States,Playing table tennis,Athlete,English,"Personal: Anthony Nesty (SUR), at University of Florida, Gainesville (USA)",
USA,United States,Silver,2,8/4/24,40,44,42,126,TEAM,team-achievement,M,TRUE,2,,,Swimming,Men's 4 x 100m Medley Relay,,,,,,,,
USA,United States,Gold,1,8/4/24,40,44,42,126,TEAM,team-achievement,W,TRUE,2,,,Swimming,Women's 4 x 100m Medley Relay,,,,,,,,
USA,United States,Bronze,3,8/5/24,40,44,42,126,HTEAM,team-achievement,W,FALSE,2,,,3x3 Basketball,Women,,,,,,,,
USA,United States,Silver,2,8/5/24,40,44,42,126,ATH,simone biles,W,FALSE,2,0,0,Artistic Gymnastics,Women's Floor Exercise,3/14/97,United States,United States,"Shopping, spending time with friends",Athlete,English,Personal: Laurent Landi (FRA); Cecile Canqueteau-Landi (FRA),"Husband, Jonathan Owens, plays professional American football, in the position of safety, for the Chicago Bears (Chicago, IL, USA). He previously played for the Green Bay Packers (Green Bay, WI, USA)"
USA,United States,Silver,2,8/5/24,40,44,42,126,ATH,sam kendricks,M,FALSE,2,185,0,Athletics,Men's Pole Vault,9/7/92,United States,United States,"Enjoys his dogs (English bulldog and German Shepherd), riding horses, painting (miniatures). Loves doing things that keep him outside, including building things (big and small)",First lieutenant in the U.S. Army's transportation corps,English,"Personal: Scott Kendricks (USA), his father","Father, Scott (athletics), was a member of the University of Mississippi (Oxford, MS, USA) cross-country/track team"
USA,United States,Gold,1,8/5/24,40,44,42,126,ATH,valarie allman,W,FALSE,2,185,0,Athletics,Women's Discus Throw,2/23/95,United States,United States,"Lover of ice cream, dance parties and dogs",Athlete,English,Personal: Zebulon Sion (USA),
USA,United States,Silver,2,8/5/24,40,44,42,126,HTEAM,team-achievement,X,FALSE,2,,,Shooting,Skeet Mixed Team,,,,,,,,
USA,United States,Gold,1,8/5/24,40,44,42,126,HATH,caroline marks,W,FALSE,2,0,0,Surfing,Women,2/14/02,United States,United States,,Athlete,English,Personal: Mike Parsons (USA),
USA,United States,Silver,2,8/5/24,40,44,42,126,TEAM,team-achievement,X,TRUE,2,,,Triathlon,Mixed Relay,,,,,,,,
USA,United States,Gold,1,8/6/24,40,44,42,126,ATH,cole hocker,M,FALSE,2,177,0,Athletics,Men's 1500m,6/6/01,United States,United States,,Athlete,English,Personal: Ben Thomas (USA),"Father, Kyle Hocker (running), did a 50-mile race at the age of 50"
USA,United States,Bronze,3,8/6/24,40,44,42,126,ATH,yared nuguse,M,FALSE,2,185,0,Athletics,Men's 1500m,6/1/99,United States,United States,"Playing the violin, drawing, cooking, singing, knitting and playing video games. Fenced a couple years in middle school enjoys watching it. Has a small pet tortoise named Tyro, full name Tyrosine (an amino acid he likes)",Athlete,English,"Personal: Dathan Ritzenhein (USA), three-time Olympian (2004, 2008, 2012)",
USA,United States,Gold,1,8/6/24,40,44,42,126,ATH,gabrielle thomas,W,FALSE,2,177,0,Athletics,Women's 200m,12/7/96,United States,United States,"Her dog Rico (pug). “A lot of times, I’m doing track and doing school and when either of those aren’t going super well, it’s easy to feel like I’m a failure. Instead of sitting in that, I got a friend. Adopting Rico is the best thing I ever did.” (womensrunning.com, 28 Feb 2023)","Athlete. Works 10 hours a week at a health clinic in Austin (TX, USA)",English,"Personal: Tonja Buford-Bailey (USA), 1996 Olympic 400m hurdles bronze medallist",
USA,United States,Bronze,3,8/6/24,40,44,42,126,ATH,brittany brown,W,FALSE,2,162,0,Athletics,Women's 200m,4/18/95,United States,United States,,,English,"Personal: Lawrence ""Boogie"" Johnson (USA)",
USA,United States,Silver,2,8/6/24,40,44,42,126,ATH,annette nneka echikunwoke,W,FALSE,2,182,0,Athletics,Women's Hammer Throw,7/29/96,United States,United States,"Her coach rewarded her with her favourite sour candy after she qualified for the 2024 Olympic Games at the U.S. Olympic Trials - a treat she had not been able to enjoy all season.</p><p>Volunteers in the Greater Cincinnati (OH, USA) community, working with Girls on the Run of Greater Cincinnati and the Freestore Foodbank",Senior search specialist at a national advertising agency based in Cincinnati (Empower) since 2019,English,Personal: Susan Seaton (USA),
USA,United States,Bronze,3,8/6/24,40,44,42,126,HATH,omari jones,M,FALSE,2,180,0,Boxing,Men's 71kg,11/7/02,United States,United States,"Playing golf, volunteering in the community",,English,"Personal: Jason Galarza (USA), Karl Jones (USA, his father), Craig Duncan (USA, strength and conditioning)",
USA,United States,Gold,1,8/6/24,40,44,42,126,HATH,amit elor,W,FALSE,2,157,0,Wrestling,Women's Freestyle 68kg,10/16/95,India,India,,Armed Forces athlete - joined the Indian Army under a sports quota programme that allows him to train and compete internationally,"English, Hindi",Personal: Anil Dhankar (IND).<br>National: B.I. Fernandes (CUB),
USA,United States,Silver,2,8/7/24,40,44,42,126,TEAM,team-achievement,O,TRUE,2,,,Artistic Swimming,Team,,,,,,,,
USA,United States,Silver,2,8/7/24,40,44,42,126,ATH,kenneth rooks,M,FALSE,2,180,0,Athletics,Men's 3000m Steeplechase,10/21/99,United States,United States,"Basketball, the outdoors. He was a member of his high school choir",,English,Personal: Ed Eyestone (USA),
USA,United States,Gold,1,8/7/24,40,44,42,126,ATH,quincy hall,M,FALSE,2,187,0,Athletics,Men's 400m,7/31/98,United States,United States,,,English,,
USA,United States,Silver,2,8/7/24,40,44,42,126,ATH,katie moon,W,FALSE,2,173,0,Athletics,Women's Pole Vault,6/13/91,United States,United States,"Golf, snowboarding",Athlete,English,Personal: Brad Walker (USA),"Husband Hugo Moon (rowing), assistant coach at the University of Tulsa (OK, USA). Originally from England"
USA,United States,Gold,1,8/7/24,40,44,42,126,TEAM,team-achievement,W,TRUE,2,,,Cycling Track,Women's Team Pursuit,,,,,,,,
USA,United States,Silver,2,8/7/24,40,44,42,126,ATH,tom schaar,M,FALSE,2,0,0,Skateboarding,Men's Park,9/14/99,United States,United States,Surfing,,English,,
USA,United States,Bronze,3,8/7/24,40,44,42,126,ATH,hampton morris,M,FALSE,2,0,0,Weightlifting,Men's 61kg,2/17/04,,United States,"Drinking coffee from around the world, reading",Athlete,"English, Spanish","National: Mike Gattone (USA), Pyrros Dimas (GRE). </p><p>Personal: Tripp Morris (USA, his father)",
USA,United States,Gold,1,8/7/24,40,44,42,126,HATH,sarah ann hildebrandt,W,FALSE,2,0,0,Wrestling,Women's Freestyle 50kg,9/23/93,United States,United States,"Baking bread and sweets (her favourite way to unwind and after competition), her cat",Athlete,English,National: Terry Steiner (USA),
USA,United States,Gold,1,8/8/24,40,44,42,126,ATH,grant holloway,M,FALSE,2,187,0,Athletics,Men's 110m Hurdles,11/19/97,United States,United States,Playing and streaming video games,Athlete,English,"Personal: Mike Holloway (USA), his cousin","Partner, Katie Chronister (softball), pitcher at the University of Florida (Gainesville, FL, USA)"
USA,United States,Silver,2,8/8/24,40,44,42,126,ATH,daniel roberts,M,FALSE,2,185,0,Athletics,Men's 110m Hurdles,11/13/97,United States,United States,,Athlete,English,Personal: Tim Hall (USA),
USA,United States,Silver,2,8/8/24,40,44,42,126,ATH,kenneth bednarek,M,FALSE,2,187,0,Athletics,Men's 200m,10/14/98,United States,United States,"Has two dogs, a husky (Rambo) and a Goldendoodle (Coco). Favourite video game superhero is the ‘Silent Assassin.'",,English,,"Girlfriend, Sharmila Nicollet (golf) from India, turned professional in 2009 at age 18 to become the youngest Indian golfer to qualify for the Ladies European Tour and the second Indian to earn a full card on the Tour"
USA,United States,Bronze,3,8/8/24,40,44,42,126,ATH,noah lyles,M,FALSE,2,177,0,Athletics,Men's 200m,7/18/97,United States,United States,"Hobbies include painting (especially shoes), watching anime, making music and building complex LEGO creations",Athlete,English,Personal: Lance Brauman (USA),"Mother, Keisha Caine Bishop (athletics), National Collegiate Athletic Association (NCAA) 4x400m relay champion competing for Seton Hall University (South Orange, NJ, USA).</p><p>Father, Kevin Lyles (athletics), 1995 World Championships (ran preliminary rounds) and 1993 World University Games 4x400m relay gold medallist. Competed for Seton Hall University (South Orange, NJ, USA).</p><p>Brother, Josephus Lyles (athletics), 2014 World Junior Championships 4x400m relay gold medallist, two-time 2015 World Youth Championships medallist (400m silver, 200m bronze).</p><p>Girlfriend, Junelle Bloomfield (athletics), 4x400m relay specialist representing Jamaica, 2020 Olympic bronze medallist, 2022 World Championships silver medallist, 2022 World Indoor champion, 2022 Commonwealth Games silver medallist"
USA,United States,Gold,1,8/8/24,40,44,42,126,ATH,sydney mclaughlin-levrone,W,FALSE,2,175,0,Athletics,Women's 400m Hurdles,8/7/99,United States,United States,"Writing poetry. Going to the beach in Los Angeles (CA, USA) to rest, relax and read","Athlete, author",English,Personal: Bobby Kersee (USA),"Husband, Andre Levrone Jr. (American football), wide receiver for parts of three seasons in the National Football League (NFL) with Baltimore, Carolina and Jacksonville before retiring in 2020 at age 25.</p><p>Father, Willie McLaughlin (athletics), qualified for the 400m semifinals at the 1984 US Olympic Trials. </p><p>Mother, Mary McLaughlin (athletics), ran 800m in high school in Tonawanda (NY, USA). In 1979 there wasn't a women's track and field team at Manhattan College where she was going to school, so she became the manager for the men's track team.</p><p>Brother, Taylor McLaughlin (athletics), representing the US, won silver in the 400m hurdles at the 2016 World U20 Championships in Bydogoszcz (POL). Competed for the University of Michigan (MI, USA).</p><p>Sister, Morgan McLaughlin (athletics), a sprint hurdler and long jumper who competed for St Peter’s University in New Jersey (USA).</p><p>Brother, Ryan McLaughlin (athletics), a sprint hurdler in high school"
USA,United States,Silver,2,8/8/24,40,44,42,126,ATH,anna cockrell,W,FALSE,2,180,0,Athletics,Women's 400m Hurdles,8/28/97,United States,United States,,Athlete,English,"Personal: Lawrence ""Boogie"" Johnson (USA)","Father, Keith (American football), played at Columbia University (New York, NY, USA).</p><p>Brother, Ross (American football), plays cornerback in the National Football League (NFL) with the Tampa Bay Buccaneers (since 2020) - former teams are Buffalo Bills, New York Giants, Carolina Panthers. Drafted by the Buffalo Bills in the fourth round in the 2014 NFL Draft. Played collegiately at Duke University.</p><p>Sister, Ciera (volleyball), played collegiately at Davidson College (NC, USA)"
USA,United States,Gold,1,8/8/24,40,44,42,126,ATH,tara davis-woodhall,W,FALSE,2,160,0,Athletics,Women's Long Jump,5/20/99,United States,United States,"Her dogs, Milo and Winnie",Athlete,English,br>Personal: Travis Geopfert (USA),"Husband, Hunter Woodhall (athletics), double-amputee sprinter and three-time Paralympic medallist. He claimed silver in the 200m T44 and bronze in the 400m T44 classification at the Paralympic Games Rio 2016, and bronze in the 400m T62 at the Paralympic Games Tokyo 2020. Began his track career growing up in Utah (USA) and is looking forward to competing in multiple events at the 2024 Paralympic Games on his new carbon fibre blades. </p><p>Tara Davis-Woodhall’s parents are Ty and Rayshon Davis. Her father Ty is a former track and field athlete from Texas A&M and works as a track and field coach"
USA,United States,Bronze,3,8/8/24,40,44,42,126,ATH,jasmine moore,W,FALSE,2,172,0,Athletics,Women's Long Jump,5/1/01,,United States,"Running 5km races, playing with her dog, jet skiing, fishing, watching TikTok videos, listening to music, and spending time with family and friends. Enjoys poetry and she used to play the tuba",Athlete. Turned professional in 2023,English,Personal: Mike Holloway (USA),"Father, Earl Moore (athletics), competed in the sprint hurdles for Michigan State University (East Lansing, MI, USA).</p><p>Mother, Trinette Johnson Moore (athletics), competed in long jump for Florida State University (Tallahassee, FL, USA)"
USA,United States,Bronze,3,8/8/24,40,44,42,126,ATH,sam watson,M,FALSE,2,180,0,Sport Climbing,Men's Speed,2/27/06,United States,United States,"Playing chess, playing Mario Kart, watching basketball, learning languages",,English,Personal: Albert Ok,
USA,United States,Gold,1,8/9/24,40,44,42,126,ATH,rai benjamin,M,FALSE,2,190,0,Athletics,Men's 400m Hurdles,7/27/97,United States,United States,"Cycling, cooking. “You just got to cook and I like it a lot. I think it’s really cool. I’ll watch Bon Appetit videos on YouTube and then (get) inspired and then I’d even go online and look at a bunch of their recipes… It’s like, boom, find the recipe, run to Whole Foods, grab whatever, come home.” (usmagazine.com, 19 Jul 2021)",Athlete,English,"Personal: Quincy Watts (USA), two-time 1992 Olympic champion (400m, 4x400m relay). Joanna Hayes (USA), 2004 Olympic 100m hurdles champion","Father, Winston Benjamin (cricket), played 21 Test matches and 85 One Day Internationals for the West Indies (1986–1995)"
USA,United States,Gold,1,8/9/24,40,44,42,126,TEAM,team-achievement,W,TRUE,2,,,Athletics,Women's 4 x 100m Relay,,,,,,,,
USA,United States,Bronze,3,8/9/24,40,44,42,126,HATH,kristina teachout,W,FALSE,2,0,0,Taekwondo,Women -67kg,9/13/05,,United States,,,English,,
USA,United States,Bronze,3,8/9/24,40,44,42,126,HTEAM,team-achievement,M,FALSE,2,,,Volleyball,Men,,,,,,,,
USA,United States,Gold,1,8/9/24,40,44,42,126,ATH,olivia reeves,W,FALSE,2,0,0,Weightlifting,Women's 71kg,4/19/03,,United States,Spending time with friends and family,"Athlete, student",English,Personal: Steve Fauer. </p><p>National: Mike Gattone (USA),"Sister, Haley Reeves (weightlifting), placed sixth in the overall at the 2021 Youth World Championships"
